files	6/
hsa-mir-4315	0
hsa-mir-6817-5p	0
hsa-mir-3199	10
hsa-mir-631	0
hsa-mir-1273g-3p	105
hsa-mir-613	0
hsa-mir-455-5p	8009
hsa-mir-4265	0
hsa-mir-1266-5p	20
hsa-mir-136-5p	0
hsa-mir-3915	1
hsa-mir-516a-5p	0
hsa-mir-4707-3p	2
hsa-mir-4449	1
hsa-mir-5701	4031
hsa-mir-381-3p	2050
hsa-mir-4524a-3p	1
hsa-mir-3911	6
hsa-mir-640	2
hsa-mir-520c-3p	0
hsa-mir-3191-5p	1
hsa-mir-1227-3p	0
hsa-mir-4487	0
hsa-mir-4701-3p	0
hsa-mir-1178-3p	2
hsa-mir-603	0
hsa-mir-590-5p	17
hsa-mir-196b-3p	2
hsa-mir-145-3p	0
hsa-mir-661	1
hsa-mir-3936	0
hsa-mir-6510-3p	1
hsa-mir-4706	2
hsa-mir-198	0
hsa-mir-1288-5p	3
hsa-mir-1271-3p	1
hsa-mir-1273d	28
hsa-mir-4645-3p	27
hsa-mir-4520-3p	0
hsa-mir-6857-5p	0
hsa-mir-486-3p	6
hsa-mir-16-1-3p	128
hsa-mir-4480	0
hsa-mir-1255b-5p	6
hsa-mir-378h	69
hsa-mir-6512-5p	0
hsa-mir-758-3p	33
hsa-mir-491-3p	0
hsa-mir-4745-3p	0
hsa-mir-384	1
hsa-mir-5680	718
hsa-mir-548f-5p	0
hsa-mir-3142	2
hsa-mir-3934-3p	0
hsa-mir-1305	32
